text,count
hands,7
noodle,17
bowl,10
customer,3
realizes,4
sitting,3
careful,1
soup,11
sharp,2
happy,1
son,7
finally,22
having,2
arms,6
around,35
don,39
know,33
long,9
waiting,4
moment,12
pulls,11
hug,2
now,29
wearing,3
apron,7
sign,3
looks,52
nervously,3
has,26
gotten,2
almost,4
ready,13
entrusted,1
secret,13
ingredient,10
will,37
fulfill,3
your,32
destiny,8
take,8
restaurant,2
took,2
father,3
who,30
won,4
friend,5
game,2
mahjong,1
folk,2
broth,2
runs,12
through,30
our,10
veins,2
didn,15
ever,6
dunno,1
want,8
do,25
something,16
besides,1
surprised,1
young,5
wistful,1
look,26
thought,16
running,6
away,22
learning,1
tofu,2
why,7
because,5
stupid,1
imagine,1
me,53
making,5
laughs,6
place,3
world,2
mine,5
here,20
yours,3
tables,2
seven,2
twelve,1
loads,1
bowls,6
service,1
smile,4
gong,6
sounds,1
distance,2
window,4
distant,1
jade,19
palace,40
slam,1
zoom,1
towards,10
end,9
next,6
old,9
red,1
shifu,363
playing,2
flute,4
surrounded,2
bushes,2
nestle,1
buildings,1
wider,1
dolly,1
stealthy,1
dark,1
shapes,2
move,6
foreground,1
still,12
seems,2
oblivious,2
explode,1
undergrowth,1
simultaneously,1
diving,1
moves,5
lightning,4
wielded,1
deflects,1
blocks,1
dodges,2
parries,1
attackers,1
roll,1
pick,3
themselves,1
turning,2
standing,6
poised,1
their,11
well,14
done,7
students,2
if,20
trying,10
disappoint,1
uses,6
correct,2
technique,2
need,5
ferocity,1
greater,1
speed,1
each,8
bows,4
respectfully,1
name,2
mentioned,1
height,1
subtlety,1
suddenly,5
points,7
scared,2
goose,26
zeng,29
impatiently,1
startled,1
aah,1
oogway,97
wants,2
concerned,5
hallway,5
strides,1
purposefully,1
lined,1
geese,4
scroll,54
candles,3
incense,1
smoke,1
fill,1
bursts,3
flicker,1
enters,6
summoned,1
without,3
unbowing,1
wrong,5
wise,2
tortoise,2
must,9
say,8
opens,7
blows,1
candle,2
another,4
smiles,12
knowingly,1
saying,3
vision,5
tai,160
lung,159
return,1
stricken,1
flashback,3
quick,5
impressionistic,1
images,1
battling,1
large,1
shadowy,1
figure,2
present,4
rattled,1
claw,1
marks,1
scar,1
regains,1
composure,1
impossible,5
prison,17
makes,5
decision,2
comes,6
fly,3
chogun,2
tell,10
double,5
guards,8
weapons,2
everything,6
does,9
leave,3
yes,18
flies,7
smack,2
hits,9
column,4
walks,12
toward,7
camera,5
often,1
meets,1
road,1
avoid,1
march,1
revenge,1
water,4
moon,1
pool,7
mind,3
agitated,2
becomes,3
difficult,1
allow,1
settle,2
answer,3
stare,4
settles,2
revealing,3
reflection,2
intricately,1
carved,2
dragon,57
clutching,1
its,4
time,16
trusted,1
limitless,2
power,5
become,2
dramatic,1
music,1
shop,4
serving,1
customers,4
trouble,1
squeezing,1
oop,3
angry,1
patron,2
hey,14
watch,5
suck,1
sucks,1
causes,2
butt,8
interfere,1
family,1
meal,2
disgusted,1
ugh,1
pardons,1
couple,2
put,2
tiny,1
attention,2
choosing,1
today,3
jump,3
excitedly,2
everyone,6
urges,1
villagers,9
gonna,20
rush,1
finish,2
food,2
ve,16
years,5
other,13
finishing,1
lady,1
slowly,4
counts,1
coins,1
puts,4
greatest,2
history,6
worry,4
starts,13
run,5
where,15
dead,5
tracks,2
busted,1
forgetting,1
cart,5
sell,2
selling,1
kinda,2
thinking,5
loses,2
nerve,6
could,15
also,5
bean,1
buns,1
bad,5
boy,3
told,5
ha,2
glad,2
square,4
throngs,2
streaming,2
arena,9
kids,1
fan,6
yippee,1
m,49
pan,2
flight,1
stairs,14
bottom,5
looking,7
daunting,1
task,1
struggles,7
pull,4
sun,1
presses,2
forward,5
climbing,3
dissolve,4
later,12
struggling,1
come,19
ya,5
flopping,1
onto,8
catch,3
breath,7
widen,1
steps,12
pigs,2
pass,2
kg,2
shaw,4
jr,2
bring,6
souvenir,3
watches,3
narrow,1
tosses,3
begins,5
ascent,1
platform,1
reaches,5
bangs,3
historic,1
isn,4
live,1
whomever,1
choose,3
peace,9
contemplates,1
mean,12
walking,5
joins,1
roaring,1
crowd,8
below,4
announcer,1
tournament,5
begin,5
top,6
gasps,3
hoists,2
last,8
step,8
laughing,5
victoriously,1
doors,11
close,7
entrance,1
proceeds,1
bang,1
drums,2
inside,6
drown,2
pounding,1
yells,2
spectators,2
screams,2
yelling,1
panics,1
finds,5
jumps,3
weakly,4
peek,3
citizens,3
honor,1
middle,3
ring,8
manages,6
brief,1
glimpse,2
gust,2
wind,2
ground,13
shuts,3
warriors,3
prepare,2
crack,1
peeky,1
hole,2
battle,6
catches,5
spreads,1
wings,3
woo,1
tongues,1
fire,5
front,6
cutting,2
view,2
whoa,6
backs,3
better,3
accidentally,2
climbs,4
drops,2
missed,1
montage,2
karate,1
avail,1
slumps,3
ow,8
pole,2
vault,1
whips,6
rigs,1
catapult,1
clobbered,1
cheers,1
atop,4
alone,2
snaps,6
rope,11
tied,2
tree,13
believe,11
seen,8
anything,3
yet,5
iron,3
ox,1
blades,1
death,2
sets,3
deliver,2
her,16
launches,1
above,2
fence,1
she,10
fireworks,6
tent,1
senses,1
raises,4
hand,9
hushes,2
sense,2
among,1
us,10
motions,1
gather,3
center,2
sees,10
idea,2
closes,7
ceremonial,1
start,4
turned,2
load,1
chair,4
lights,1
fuse,5
stop,21
understand,4
uneasy,1
lied,1
gone,5
holds,9
dear,3
life,5
braces,1
liftoff,1
love,1
fuuuuuuuuuuuuuuuuu,1
dud,1
first,9
dirt,3
embarrassed,3
okay,20
reach,3
boom,2
rockets,2
ignite,1
propelling,1
stadium,1
rocket,1
amid,1
shower,1
oooh,1
aaahh,1
until,10
die,4
arm,7
sweeps,1
line,1
expectant,2
tension,2
builds,1
picked,3
smash,2
kicks,4
huge,3
obscuring,1
pov,1
appalled,1
round,1
getting,3
bearings,1
strangely,1
turtle,6
smiling,1
pointing,4
awful,1
realization,2
dawn,6
gulps,1
desperately,1
wanted,2
shuffle,1
mumbling,1
apologies,1
interesting,1
moving,1
finger,8
keeps,2
following,2
grabs,13
universe,4
brought,2
cuts,3
wild,1
cheer,2
scream,1
confetti,2
palanquin,5
past,4
utterly,2
stunned,2
abruptly,1
lifted,2
shot,2
straining,2
effort,1
elbows,1
urgently,1
thronging,1
flabby,3
possibly,1
problem,1
point,3
fell,3
accident,5
accidents,3
benignly,1
hear,6
screen,1
crash,6
adjusts,1
collapsed,1
under,5
squad,1
burly,1
shoulders,1
approach,2
bow,2
forgive,1
failed,2
quit,9
morning,6
flutters,3
celebration,1
continues,5
night,10
side,3
frozen,1
fifteen,1
stories,1
rock,4
windows,1
locked,2
bolted,1
sealed,1
tight,1
rhinoceros,1
armor,5
patrol,1
perimeter,1
frame,5
rhino,5
sentry,1
spots,1
sliding,2
ice,1
crashing,10
gate,1
rhinos,4
spears,4
message,2
clang,1
creak,3
terrified,2
peers,1
commander,35
reading,1
guard,5
extra,1
precautions,1
may,7
adequate,1
quaking,1
fear,2
stern,1
staring,2
daggers,1
shut,1
doubt,1
security,1
absolutely,1
messenger,1
give,4
bridge,13
escape,2
awed,1
cavernous,1
edge,5
ways,1
impressive,3
feather,5
drifts,1
very,8
prisoner,2
except,2
elevator,8
several,1
winch,2
chain,2
shakes,6
scare,2
sending,5
echo,1
throughout,1
number,1
unlock,1
after,7
drawbridge,1
lowered,1
island,1
behold,2
um,4
right,17
perfectly,1
safe,1
shoves,2
ahead,4
oof,1
crossbows,3
giant,4
muscular,1
snow,1
leopard,4
bound,1
piece,2
shell,2
chains,1
barely,1
registers,1
signs,1
tough,1
guy,3
did,13
someone,6
mad,1
got,11
completely,1
immobilized,1
stomps,1
tail,6
crunch,1
flinches,1
react,1
awww,2
witty,1
kitty,1
coldly,1
straight,1
good,14
please,3
walk,4
hurries,2
follow,2
hundreds,1
chanting,1
ushered,1
closed,4
second,2
hello,1
think,12
slight,1
mistake,2
sacred,3
hall,17
display,1
gasp,5
authentic,1
damage,1
sure,3
touch,2
yourself,1
black,1
sopt,1
invisible,2
trident,1
admires,1
painting,2
paintings,1
amazed,2
ancient,1
artifacts,2
special,4
eye,4
loudly,1
nooo,2
ohhhh,1
urn,1
whispering,2
contain,1
souls,1
tenshu,1
army,3
calling,1
vase,7
hellooo,1
finished,1
seeing,4
patience,1
thin,1
anywhere,2
turn,3
bumps,1
breaks,1
broke,1
fix,1
some,9
glue,1
debris,3
pieces,3
ooh,3
splinter,1
fumbles,1
irked,1
hmmm,2
guess,3
learned,1
ceiling,6
single,3
awe,3
ladder,1
trampoline,1
am,13
highest,1
level,6
clearly,1
weaknesses,1
fat,6
those,5
sensitive,1
parts,1
swats,1
ridiculous,1
utter,1
disregard,1
personal,1
hygiene,1
minute,1
little,8
uncalled,1
stand,3
smell,2
listen,3
pinches,1
outstretched,1
digit,1
wuxi,3
hold,9
sly,1
developedbymasterwuxiinthethirddyna,1
sty,1
happens,2
flex,1
pinky,3
grip,1
nods,3
hardest,2
part,2
cleaning,1
afterwards,1
closely,1
promise,3
wish,3
hadn,1
started,2
training,17
nursing,1
wounded,1
shock,1
performing,1
defying,1
smashes,1
swinging,1
spiked,1
ball,4
wood,2
angle,2
awestruck,3
shards,1
blast,1
intimidated,1
overwhelmed,1
scowls,3
gestures,1
gauntlet,1
unless,2
half,1
heartedly,1
follows,2
try,6
find,6
suited,1
zero,4
such,2
rather,3
friendly,1
dummy,9
use,5
children,2
propping,1
hot,1
insist,1
relieved,3
much,3
bigger,2
than,6
same,2
gives,3
show,2
hit,3
ok,1
ate,1
digesting,1
might,3
psyches,1
jack,1
alright,6
whatcha,2
cause,1
picking,1
friends,1
feel,3
thunder,1
comin,2
blur,2
bear,2
style,3
praying,1
snikity,1
snake,1
perplexed,1
lightly,1
rocks,2
harder,1
knocking,2
backwards,2
smug,1
tha,1
whap,1
rights,1
itself,1
smacks,1
totally,5
dazed,1
stumbles,3
obstacle,1
course,5
instinctively,1
help,7
hurts,1
spiky,1
tethered,1
sends,8
exercise,1
rattles,1
easier,1
feeling,1
nauseous,1
spills,1
dummies,1
whaps,1
crotch,1
oooohoohoo,1
tenders,1
immediately,1
pummeled,1
battered,2
bruised,1
shoots,1
flame,1
reflections,1
singed,1
crawling,1
bunkhouse,11
high,2
hill,2
words,1
denying,1
poor,1
killed,2
mocking,1
mighty,1
knew,4
least,2
toes,4
others,8
unbeknownst,1
hearing,3
gut,1
lifts,1
stomach,1
leans,5
peeks,3
corner,2
tip,1
squeak,5
floorboards,1
strain,1
gentle,2
cre,1
e,2
aa,1
chunk,1
foot,2
recover,1
thunk,2
rolls,6
ankle,1
bedroom,1
hi,2
biceps,1
sore,1
wing,3
disappointing,1
probably,4
sleep,3
thanks,2
big,10
guys,6
amazing,3
weeping,1
river,2
outnumbered,1
yah,1
spastic,1
series,2
rip,1
kicked,2
paper,1
ooo,1
belong,4
stung,1
dreamed,1
embarrasses,1
meant,4
property,1
mortified,1
covers,3
keepin,1
things,5
tomorrow,2
bye,2
eager,1
goodnight,1
seemed,1
bit,2
awkward,1
vacant,1
winces,1
disgrace,1
any,3
sadly,1
dejected,2
peach,16
moonlight,2
approaches,6
found,2
heavenly,1
wisdom,1
dripping,1
juice,2
regular,1
eat,9
upset,7
lie,2
sucked,1
anyone,3
sucking,1
man,1
hate,1
claws,3
venom,1
imitates,1
legs,2
thingies,1
confused,3
yesterday,1
mystery,1
gift,1
called,1
using,3
lock,2
free,6
alarm,1
rings,1
ledge,1
happening,1
pit,2
shackles,2
incoming,1
break,1
walls,3
creating,2
makeshift,1
staircase,1
warn,1
neither,1
rise,2
misses,1
far,2
archers,2
leaping,1
volley,1
arrows,1
crashes,8
swings,3
surprise,1
launching,1
tier,2
disappearing,2
shadows,1
fights,1
reaching,1
await,1
set,1
charges,4
massive,1
stalactites,1
crumble,1
crumbling,1
short,4
scraping,1
sparking,1
against,4
maniacally,1
burning,1
group,1
explosives,1
raining,1
cavern,1
grabbing,2
dynamite,1
slings,1
ka,2
thoom,3
everywhere,2
whump,1
horn,1
prosthetic,1
nuuu,1
urggg,1
throat,4
urrk,1
sent,1
beginning,1
forgotten,1
creepy,1
tenderness,1
smooths,1
ruffled,1
feathers,1
real,3
home,3
strikes,5
struck,1
burst,1
rooms,1
inspection,1
remains,1
slides,1
empty,3
satisfied,2
hmm,2
moments,4
energy,2
resume,1
trust,4
true,4
revealed,2
taken,3
aback,2
spread,1
apart,2
shoulder,3
enter,1
warm,1
stuck,5
whaa,1
pfft,1
gingerly,1
waistband,1
flapping,2
three,1
flops,1
threeeee,1
thank,5
mention,1
appreci,1
learn,3
develop,1
flexibility,1
longer,5
apply,1
combat,1
flings,3
boards,1
instantly,2
executes,1
perfect,2
broken,5
chunks,1
board,2
collects,1
splintered,1
notices,5
collect,1
bloody,1
knuckles,1
bones,2
excellent,2
salutes,3
fingers,1
born,1
lashes,1
wrist,1
wrenches,1
brings,2
eaghhh,1
brother,1
twirls,1
lunges,3
comical,1
beating,1
spar,2
tossed,1
sack,1
shots,1
falling,2
opponent,4
taking,1
excited,2
exchange,3
worried,2
forth,2
whirls,1
pinning,1
path,2
victory,1
weakness,3
suffer,1
delighted,1
strength,1
nose,1
quits,3
inspired,1
breaking,1
tumbles,1
fall,4
smart,1
bouncin,1
tumble,2
evening,5
grimaces,1
aaaoo,1
whoohoo,1
eeeee,1
hee,2
acupuncture,2
pops,4
holding,7
handful,1
needles,2
sticks,1
finding,1
fur,2
judge,1
based,1
c,4
jabs,3
needle,2
diagram,2
meridians,1
overlaid,1
drawing,1
meditating,1
calligraphy,1
yelps,1
distract,1
yow,1
inspire,1
rid,3
chuckles,2
chuckle,1
awkwardly,1
seem,1
kind,2
heartless,1
violently,1
wasn,4
always,3
according,1
once,1
used,1
talking,3
silhouetted,1
supposed,2
stay,1
ease,1
student,2
trailing,1
scrolls,1
jail,2
ignorance,1
baby,6
cub,2
raised,2
whiskers,1
showed,1
talent,1
trained,6
teaches,1
believed,2
destined,1
greatness,1
grown,1
demolishing,1
saw,1
darkness,1
heart,2
refused,1
outraged,1
laid,1
waste,1
tried,1
force,1
destroy,2
created,1
ransacks,1
village,2
counters,2
devastating,2
leg,1
pressure,1
heap,2
manner,1
corrects,1
form,1
crestfallen,1
sad,1
cross,1
dissolves,3
adult,1
quiet,2
chance,2
train,4
treats,1
joke,1
googly,1
eyed,1
doieeeee,1
charging,1
halts,1
fault,4
tweaked,1
facial,1
covered,1
stopped,1
meditation,2
fidgeting,1
incessantly,1
inner,4
whoever,1
sound,1
silence,2
resumes,1
news,5
grounds,2
deep,4
emerging,1
mist,4
extremely,1
ah,3
eyebrow,1
already,1
twice,1
either,2
thrice,1
nor,2
illusion,3
control,5
cannot,5
blossom,2
suits,1
fruit,2
splits,1
chop,1
places,2
seed,4
plant,1
matter,1
grow,1
apple,1
orange,1
defeat,4
willing,1
guide,1
nurture,1
glances,3
continue,3
journey,2
swirling,1
fog,1
petals,4
cliff,2
engulfed,1
blossoms,1
winds,1
fine,1
wolf,1
scariest,1
bandit,1
haijin,1
province,1
cooking,1
chops,1
veggies,1
lousy,1
tipper,1
incredulous,1
alive,2
flips,1
expertly,1
lines,1
ladles,1
covering,1
read,4
order,1
expectantly,2
minus,1
dig,1
hope,2
bashful,1
mon,2
knows,2
wow,3
cook,1
laugh,5
gotta,1
survive,1
months,1
dew,2
gingko,1
leaf,1
shrugs,1
body,2
lot,1
gulp,1
lowers,1
moustache,3
snickers,1
plays,1
lose,1
pounds,1
brush,1
teeth,1
laughter,1
heard,3
keep,2
ears,3
someday,1
sneaks,1
leaning,1
entered,1
normal,1
working,2
pretty,2
stone,1
slow,2
burn,1
chest,2
bra,1
slurps,2
snicker,1
funny,1
escaped,1
acting,1
sinks,1
humor,1
serious,2
anymore,1
notice,2
means,1
saddened,1
dramatically,2
frustration,2
¡©,1
super,1
compound,1
closer,1
checks,1
maneuver,2
redirected,1
pushes,1
pokes,1
causing,1
ask,1
stayed,4
every,4
threw,1
brick,1
smelled,1
hurt,2
change,3
teacher,1
indicate,1
resigned,1
leaving,1
transpired,1
resolve,1
landing,1
rooftop,3
four,1
chase,2
join,1
leap,2
stirs,2
noises,2
investigate,1
somewhere,1
performs,1
entering,1
stuffing,1
munch,1
surveys,1
smashed,1
unhinged,1
cabinets,1
belches,1
glimmer,1
explain,1
almond,1
cookies,2
shelf,1
calmly,1
exits,1
doorway,2
hunch,1
klump,1
klonk,1
perched,1
shelves,1
jamming,1
disbelief,3
disgust,1
cookie,4
whoomp,1
slips,1
mountains,3
leads,2
mystical,1
y,1
winded,1
wheezing,1
works,2
gear,1
breathes,1
dragged,1
bath,1
pat,1
armpits,1
wash,1
pits,1
tears,3
realizing,1
unravelled,1
mysteries,1
harmony,1
focus,4
birthplace,1
cranes,1
resemble,1
yin,1
yang,1
symbol,1
further,1
flash,2
joy,1
cry,1
sniffs,1
concentrate,1
stink,1
perhaps,1
produces,1
dumplings,5
`cause,1
hungry,2
unfolds,1
breathing,3
exercises,1
balance,2
tests,1
ups,2
sit,2
etc,1
although,1
indeed,1
clearing,1
boulder,1
suspicious,1
situps,1
mile,1
hike,1
vowed,1
chopsticks,4
enjoy,1
dumpling,7
whoosh,1
snatches,2
eats,2
challenging,1
slams,4
airborne,1
vying,1
left,2
trick,1
underneath,1
attacks,2
skillfully,1
best,1
passed,1
test,1
pupil,2
race,1
stretched,1
peaks,1
appears,8
roars,2
races,2
slash,1
ropes,4
securing,1
launch,1
herself,1
cats,1
canyon,1
grab,1
support,1
echoes,1
fool,1
none,1
nodding,1
confidently,1
unlike,1
hangs,2
slamming,1
slats,2
choked,1
plummets,2
gorge,1
repeatedly,1
own,2
paw,1
ack,1
kicking,1
strand,1
sine,1
wave,1
shooting,1
tangled,1
team,1
slashes,1
returning,1
buddies,1
safely,2
relief,1
lived,1
circling,1
peak,1
dread,1
taught,1
freezes,1
teach,2
courtyard,1
spring,1
staggers,1
regaining,1
dignity,1
mark,1
humility,1
though,2
playfully,1
indistinct,1
clouds,1
carries,2
backpack,1
aside,2
asleep,1
lift,1
collapses,2
stronger,2
freeing,1
releases,1
paralysis,1
fast,1
kneels,1
hearts,1
kidding,2
masters,1
rack,1
reflecting,2
flickering,1
spinning,1
rises,2
carving,1
loosen,1
says,1
able,1
butterfly,1
light,3
deepest,1
cave,1
motion,2
quadruple,1
flip,1
invisibility,1
whooaa,1
grasps,1
tube,2
budge,1
strains,2
bite,1
passes,2
effortlessly,2
loosened,1
`thumbs,1
unroll,1
golden,1
bathing,1
witness,1
finishes,1
opening,2
aaaaaaaaaaaaaaaaaaaaaaaaa,1
blank,2
forbidden,1
upside,2
astonished,1
contemplative,1
wiser,1
heavily,1
argue,1
container,1
seals,1
oddly,1
calm,1
evacuate,2
protect,1
rage,1
kill,1
paid,1
devastated,1
proud,5
heartbroken,1
kindly,1
pulling,1
resists,1
lets,1
lead,1
arrive,1
base,1
child,1
mama,1
southern,1
farmers,1
north,1
helping,1
bustling,1
town,1
skeptically,1
wraps,1
bends,1
reciprocate,1
fastened,1
waist,1
listlessly,1
packing,1
future,1
dice,1
slices,1
unaware,1
hasn,1
moved,1
sympathetically,1
forget,1
awaits,1
honestly,1
sometimes,1
ago,1
pauses,1
feigns,1
excitement,1
mere,1
plain,1
add,1
sauce,1
dawning,1
serenely,1
awaiting,1
fate,1
new,1
favorite,1
clean,1
rotted,1
twenty,1
obeying,1
otherwise,1
averts,1
stance,1
enraged,1
dreams,1
drove,1
cracked,1
denied,1
shrine,1
pins,1
struggle,1
splinters,1
flutter,1
caught,1
both,3
grappling,1
lantern,1
flames,2
aflame,1
fiery,1
skidding,1
extinguish,1
extends,1
pride,1
blinded,1
becoming,1
waits,3
expression,1
cold,1
apology,1
bristles,1
missing,1
halfway,1
casts,1
buddy,1
exhales,1
huhhh,1
tempt,1
haha,1
shows,1
nowhere,1
knocked,2
nearby,2
pillar,1
brave,1
recovers,1
sail,1
clings,1
theater,2
rooftops,2
recoil,1
whip,1
briefly,1
skids,1
grapple,1
effects,1
voluminous,1
gateway,1
loose,1
lasso,1
saws,1
grove,1
wok,3
street,1
array,1
overturned,1
woks,3
hide,1
exposes,1
stilts,2
block,1
swipes,1
thrown,1
booth,1
chases,1
ornamental,1
landed,1
via,1
magic,1
scales,1
building,4
shocked,1
given,1
resulting,1
shockwave,2
amazingly,1
skips,1
tiles,1
unleashes,1
punishing,1
smashing,1
dust,1
looming,1
impact,1
crater,1
snarls,1
rrraaah,1
aaaaggghh,1
giggling,1
pee,1
effect,1
frustrated,1
fisted,1
ripples,1
rubble,1
unorthodox,1
chomp,1
bump,1
emerges,2
lunge,1
prepares,1
swiftly,1
met,1
launched,1
defiant,1
heavy,1
schwing,1
bluffing,2
nope,1
figured,1
flexes,1
skadoosh,1
mushroom,1
sweeping,1
fleeing,1
emerge,1
hiding,1
nears,1
scarf,1
torn,1
lovely,1
hugs,1
deeply,1
modest,1
remembering,1
arrives,1
breathless,1
lying,1
darkly,1
defeated,1
foretold,1
freaking,1
snapping,1
dying,1
idiot,1
simply,1
reverently,1
remain,1
fidgets,1
iris,1
